Gene	Module
TAS2R19	geneM0
TAS2R15	geneM4
TAS2R50	geneM0
TAS2R14	geneM2
TAS2R13	geneM0
ZRSR1	geneM0
RP11-592N21.1	geneM0
AL161915.1	geneM0
AL136115.1	geneM2
AC084018.1	geneM22
RP11-134K1.2	geneM2
AP002414.1	geneM0
C17orf51	geneM0
C17orf100	geneM1
DKFZP667F0711	geneM3
FAM127C	geneM2
LINC00277	geneM1
AC114546.1	geneM0
ST13P5	geneM0
RPL15P3	geneM0
RPS26P3	geneM0
RNF208	geneM1
MAP10	geneM4
RPL23AP4	geneM0
RP11-211N8.3	geneM0
BX088651.1	geneM0
AC016747.3	geneM4
RPS26P6	geneM0
RBM12B-AS1	geneM0
AC117834.1	geneM0
AC120194.1	geneM0
BTF3P12	geneM0
RPS15AP36	geneM0
VN2R17P	geneM0
ZNF580	geneM0
AL590762.11	geneM0
ZNF611	geneM0
SYT3	geneM1
NUP62	geneM7
COX20P1	geneM0
SPHAR	geneM0
AURKAPS1	geneM0
DENND1B	geneM30
AC064852.5	geneM0
C1orf220	geneM0
RP4-765C7.2	geneM0
AL021068.1	geneM0
SFT2D2	geneM5
FGFR1OP	geneM25
LPAL2	geneM0
RP11-288H12.3	geneM0
yR211F11.2	geneM0
FAM106A	geneM0
RP5-933K21.2	geneM0
SCAF8	geneM4
RP11-312J18.5	geneM0
CCDC19	geneM0
DARC	geneM5
PDCL3P5	geneM0
AC007256.5	geneM0
ZNF254	geneM0
COX5BP2	geneM0
TCTEX1D2	geneM0
YWHAZP4	geneM0
AC022498.1	geneM0
ARF1P2	geneM0
CRYGS	geneM0
RP11-64B16.2	geneM0
CRIP1	geneM27
RPL23AP60	geneM0
CNN2P9	geneM0
RPL7AP60	geneM0
KLHL23	geneM3
AC090425.1	geneM0
RPL13P6	geneM0
RP11-641D5.1	geneM0
FAM24B	geneM0
TRIM59	geneM2
BTF3L4P2	geneM2
MLLT11	geneM16
AC012066.1	geneM2
ASIC3	geneM0
GIMAP1	geneM26
C6orf165	geneM0
NCLP1	geneM0
KIAA1984	geneM8
RP11-355O1.7	geneM0
DNLZ	geneM0
AC093724.2	geneM0
AC018804.7	geneM0
RPL12P38	geneM2
YWHAZP2	geneM0
NOTCH2NL	geneM3
HIST2H3DP1	geneM0
SUPT4H1	geneM0
RP11-819M15.1	geneM0
YWHAZP5	geneM0
AC093106.7	geneM0
MARCKSL1P1	geneM0
RP11-212P7.1	geneM2
NRAS	geneM18
PGK1P2	geneM0
CTD-2666L21.3	geneM0
ZNF625-ZNF20	geneM0
HNRNPA3P6	geneM0
CTC-398G3.2	geneM0
CTC-398G3.1	geneM0
HNRNPCP6	geneM0
CTD-3035D6.1	geneM0
LTC4S	geneM6
RPS7P11	geneM0
RP11-281O15.2	geneM0
ANKRD39	geneM1
ATF4P1	geneM0
QTRT1	geneM8
CHUK	geneM2
MXD3	geneM28
GAPDHP44	geneM2
CNN2P8	geneM3
FTH1P12	geneM0
RPS3P6	geneM0
GSTM2	geneM3
GAPDHP71	geneM2
COG8	geneM2
RP11-577H5.1	geneM0
ARHGAP19	geneM3
RP11-66N11.6	geneM0
HAUS7	geneM0
LCAT	geneM3
PTPRCAP	geneM0
ANXA2P1	geneM2
RP11-658F2.3	geneM0
RBM22P2	geneM0
PVRIG	geneM2
GPC2	geneM18
KRT222	geneM1
HSPD1P1	geneM0
RP11-54C4.1	geneM2
VTI1BP2	geneM0
ATP6V0CP3	geneM0
RPL18AP3	geneM0
RP11-75L1.2	geneM0
SIPA1	geneM6
FTH1P3	geneM0
ERV3-1	geneM0
SYNJ2BP	geneM0
ARL2	geneM2
HMGB1P37	geneM0
RP11-453F18__B.1	geneM2
EIF4A1P8	geneM2
NT5C3AP1	geneM0
RP13-39P12.2	geneM0
RBMXL1	geneM3
AC132008.1	geneM4
SRA1	geneM20
TMEM110	geneM2
RP11-486G15.1	geneM2
RP11-467H10.1	geneM0
DNAJC9	geneM25
RPLP0P6	geneM0
C8orf82	geneM0
CPLX3	geneM23
RP4-595K12.1	geneM0
VDAC1	geneM9
RP11-646D13.1	geneM2
ZBTB9	geneM0
AP000662.9	geneM0
TMX2	geneM0
RP11-112J1.1	geneM0
SLX1A-SULT1A3	geneM0
U73169.1	geneM0
SLC25A14P1	geneM0
FAM220CP	geneM0
RP11-380G5.3	geneM0
HEXA	geneM4
NDUFS3	geneM0
LEPROT	geneM3
LBH	geneM21
ADAT3	geneM0
PPP1CB	geneM17
RP11-797H7.3	geneM0
RP11-561N12.5	geneM0
SULT1A4	geneM0
GPSM3	geneM6
LAT	geneM0
RSU1P3	geneM0
CTD-2158P22.1	geneM0
NCKIPSD	geneM1
ATF6B	geneM0
TREX1	geneM4
RP11-513D4.1	geneM0
SEC14L1P1	geneM4
S1PR3	geneM5
RPS7P14	geneM0
SLC35F6	geneM3
RPL17P50	geneM0
AC008865.1	geneM0
RP5-849H19.2	geneM0
HMGB1P10	geneM0
PHBP7	geneM0
PIGCP1	geneM2
FAM209B	geneM0
AC004692.5	geneM0
CLIC1	geneM5
DDAH2	geneM3
RAB5CP1	geneM0
ANAPC10P1	geneM0
RPS29	geneM15
RP4-694B14.5	geneM4
RPL23AP79	geneM0
RP11-342F17.1	geneM0
CTC-451P13.1	geneM0
ATP6V1G2	geneM1
ZNF134	geneM0
CTD-2224J9.8	geneM0
GTF2H4	geneM0
DDX47	geneM0
RP11-449L13.2	geneM0
OLA1P1	geneM0
ZNF888	geneM0
ZNF845	geneM0
ZNF816-ZNF321P	geneM0
KLRK1	geneM0
AC017028.1	geneM0
CFL1P5	geneM0
RP11-3J10.4	geneM0
SUGT1P2	geneM0
AC098614.2	geneM4
EMP2	geneM3
KCTD11	geneM3
RPL21P75	geneM0
CTD-2270N23.1	geneM0
C8orf44	geneM0
YBX1P10	geneM0
TAF9BP1	geneM2
AC092798.2	geneM0
RPL7AP64	geneM1
CFL1P7	geneM0
RPL13AP7	geneM0
AC005003.1	geneM0
PPM1N	geneM0
RPL3P6	geneM0
RP11-546M4.1	geneM0
SLC23A3	geneM0
LTB4R	geneM20
LIPE-AS1	geneM4
LTB4R2	geneM0
DNASE1	geneM24
MDP1	geneM4
CSNK1E	geneM0
CCL27	geneM0
IRF9	geneM32
GALT	geneM8
HBE1	geneM0
HBG1	geneM0
AC092610.12	geneM0
CLDN9	geneM0
SEPHS1P6	geneM2
ITGA1	geneM5
RPS10P2	geneM0
AC074286.1	geneM4
NUDT19	geneM0
ZNF726	geneM0
RP11-264F23.1	geneM0
RP11-15H20.6	geneM0
ZNF99	geneM0
CTD-2561J22.2	geneM0
TAX1BP3	geneM3
RPL7AP14	geneM0
AC007277.3	geneM0
AP1G2	geneM8
ZNF90	geneM0
CARKD	geneM0
TM6SF2	geneM4
PGAM1P7	geneM0
MEF2B	geneM0
GANC	geneM0
RRM2P3	geneM0
TTLL3	geneM4
REPIN1	geneM30
MRPL23	geneM0
ZNF891	geneM0
RP11-474D1.3	geneM0
PGAM1P4	geneM0
RP5-944M2.3	geneM0
SMIM7	geneM0
FBXO16	geneM1
RP11-1E1.1	geneM0
TSPAN4	geneM3
RP11-549L6.2	geneM2
CPSF1P1	geneM0
GNAQP1	geneM0
CPNE1	geneM0
ARL16	geneM0
RP11-247I13.3	geneM0
AC079776.2	geneM2
PAXIP1-AS2	geneM3
CTD-2206G10.1	geneM0
LDHAP4	geneM0
LYRM4	geneM1
MYCBP	geneM7
TDPX2	geneM0
AC024560.3	geneM1
PRCD	geneM2
AC073842.18	geneM0
LINC00887	geneM0
ALG3	geneM0
AMZ2P1	geneM16
PLEKHM1P	geneM8
PTMAP5	geneM0
AC012487.2	geneM0
ST7-OT4	geneM3
ZNF788	geneM0
RP11-12D24.7	geneM4
UBE2V1P2	geneM0
SH3D21	geneM8
LINC00998	geneM3
RP11-642P15.1	geneM0
EEF1A1P12	geneM0
CTAGE14P	geneM1
C19orf38	geneM6
IQCJ	geneM0
HNRNPA1P10	geneM0
C17orf67	geneM0
FAM188B2	geneM1
AC004980.10	geneM4
SETP21	geneM0
FIS1	geneM2
AC136896.2	geneM2
RP11-356J5.5	geneM0
SNURF	geneM0
AGGF1P1	geneM1
ANG	geneM0
RP11-108K14.4	geneM8
RP11-553K23.2	geneM0
RP11-85F14.1	geneM2
COLCA2	geneM3
RSBN1L-AS1	geneM0
SPDYE3	geneM2
MBLAC1	geneM0
CBX1P2	geneM0
RP11-252A24.2	geneM0
SOGA3	geneM0
VAC14-AS1	geneM3
NEURL1B	geneM31
RPL18P10	geneM2
HAUS3	geneM34
AC009967.3	geneM4
VSTM5	geneM1
LINC00488	geneM0
RPS3AP26	geneM0
RP11-121L10.3	geneM0
DKFZP779J2370	geneM0
KANSL1-AS1	geneM0
LCNL1	geneM1
BBIP1	geneM2
LRRC37A4P	geneM0
AC064872.1	geneM0
AC068831.10	geneM0
AS3MT	geneM0
FAM185BP	geneM0
FAM187A	geneM0
RCN1P2	geneM0
PLIN5	geneM3
RPL7P29	geneM0
CTB-13H5.1	geneM0
SEC14L6	geneM0
PPME1	geneM1
STARD10	geneM0
KRT18P33	geneM0
RPS15AP1	geneM0
AC087491.2	geneM0
MEG3	geneM8
SDHCP2	geneM0
COPS8P2	geneM0
NUTM2D	geneM4
GAPDHP15	geneM1
CPEB1	geneM1
HMGN2P15	geneM0
EML6	geneM8
TMEM249	geneM0
POLR3DP1	geneM0
RPSAP6	geneM0
RP11-83B20.1	geneM0
RP11-3N2.13	geneM1
RP11-27I1.4	geneM4
ZSWIM8	geneM25
KRT8P26	geneM0
AC007956.1	geneM0
C10orf105	geneM3
ARHGEF33	geneM0
AC007347.1	geneM0
C12orf71	geneM1
IFRD2	geneM0
AC090616.2	geneM0
CAPN14	geneM0
ZBED1	geneM4
AC005562.1	geneM0
CDIPT-AS1	geneM4
RP11-429J17.8	geneM0
TOMM6	geneM0
HNRNPUL2	geneM19
METTL12	geneM0
SEPT7P2	geneM8
RP11-544I20.2	geneM4
RP11-717D12.1	geneM0
RP11-726G1.1	geneM0
POLR2J4	geneM4
RP11-480I12.5	geneM13
RP11-37N22.1	geneM1
MPRIPP1	geneM0
DDX12P	geneM0
MTCP1	geneM0
UPF3AP2	geneM0
RP11-261C10.3	geneM0
RAD51AP2	geneM0
LINC00612	geneM0
APOC1P1	geneM0
AC004540.5	geneM1
SMTNL1	geneM0
MED28P1	geneM0
RPS9P1	geneM0
RPS15AP3	geneM0
RPL23AP3	geneM0
HLA-F-AS1	geneM0
NPIPA8	geneM0
ZSWIM7	geneM0
ARHGEF28	geneM1
TBC1D26	geneM0
LRRC69	geneM0
ISPD	geneM0
NPIPA7	geneM0
PPIAP29	geneM0
VDAC2P1	geneM0
PARGP1	geneM0
RPL7AP26	geneM0
AC006465.4	geneM0
AC129492.6	geneM0
C22orf29	geneM1
AL645728.1	geneM0
COL28A1	geneM8
PHB2	geneM4
RP1-257A7.4	geneM0
AC114730.5	geneM0
RPL13P12	geneM0
GNL3LP1	geneM0
CD27-AS1	geneM2
NEURL4	geneM14
GRID2IP	geneM4
C9orf38	geneM0
AC027763.2	geneM0
AC025171.1	geneM2
TTC3P1	geneM0
UBXN2B	geneM7
CBWD7	geneM0
RP11-35D5.1	geneM0
RP11-292B8.1	geneM0
RP11-313J2.1	geneM0
AC141586.5	geneM0
RP11-1023L17.2	geneM2
RP11-1023L17.1	geneM2
RP13-487C10.1	geneM1
MSMP	geneM0
RP11-8L18.2	geneM0
FAM166B	geneM0
LINC00680	geneM1
PEX26	geneM0
AC091878.1	geneM0
C5orf49	geneM0
UBE2QL1	geneM1
CYP51P3	geneM0
RP11-54D18.2	geneM0
RP11-266K4.9	geneM0
RP11-563J2.2	geneM3
FASTKD5	geneM0
GOLGA8B	geneM8
DHRS4-AS1	geneM0
LA16c-60H5.7	geneM0
HOMEZ	geneM3
HMGB3P24	geneM0
RP11-198M15.1	geneM0
RP11-62E14.2	geneM0
FP15737	geneM1
DDX3X	geneM0
CTD-3092A11.1	geneM0
VPS16	geneM9
RP6-60B16.1	geneM0
ASS1P10	geneM4
AF131215.5	geneM0
SLC25A5P1	geneM0
FAM66B	geneM0
MYL5	geneM4
LINC00478	geneM3
ACTG1P3	geneM0
BMS1P18	geneM1
SCRT2	geneM1
HMGB3P7	geneM2
PSMA6P1	geneM0
MIR17HG	geneM2
ZNF407	geneM0
MCM3AP-AS1	geneM0
NPEPL1	geneM8
BX322557.10	geneM0
ZNF663P	geneM0
AP001053.11	geneM0
RPL17-C18orf32	geneM0
SIAH3	geneM23
CES5AP1	geneM0
BCRP3	geneM1
CALM2P3	geneM0
HNRNPA1P7	geneM0
XXbac-B562F10.11	geneM0
AP000974.1	geneM0
PI4KAP1	geneM0
AP005482.1	geneM0
RP11-764K9.4	geneM0
ANKRD20A11P	geneM1
GRK6P1	geneM2
C20orf202	geneM0
HMX1	geneM0
AC174470.1	geneM0
GUSBP9	geneM2
AC114730.8	geneM0
RSC1A1	geneM0
TMEM242	geneM13
TMEM167B	geneM5
RP13-996F3.5	geneM0
hsa-mir-6080	geneM8
FAM72D	geneM0
TNFRSF25	geneM24
SLC35E2	geneM0
RP11-488L18.3	geneM0
RFKP1	geneM0
RP11-371I1.2	geneM0
RP11-9L18.2	geneM0
SDHAP2	geneM0
TSTD1	geneM16
RP6-74O6.2	geneM4
PDZK1P1	geneM0
WI2-1896O14.1	geneM0
RP11-495P10.2	geneM0
RP11-426L16.8	geneM0
KRT18P57	geneM2
ST13P20	geneM0
CYB5RL	geneM22
RP4-635E8.1	geneM0
CROCCP2	geneM0
C1orf167	geneM4
TTC34	geneM4
MMP23A	geneM0
ATAD3C	geneM2
RP11-490H24.5	geneM0
RP3-400B16.2	geneM0
RP3-354N19.3	geneM0
RP1-182O16.2	geneM0
RPSAP43	geneM2
IFI30	geneM6
RP3-406A7.5	geneM2
RP3-355L5.3	geneM0
RP1-95L4.3	geneM0
ANXA2P3	geneM0
HMGA1P7	geneM2
RP1-152L7.5	geneM0
RP11-390P2.2	geneM0
RP11-57K17.1	geneM0
RP11-812I20.2	geneM0
TUBB2BP1	geneM0
BX005214.1	geneM0
LY86-AS1	geneM1
RPS2P55	geneM0
AC009403.2	geneM0
AL022393.7	geneM0
RP11-350J20.9	geneM1
RP1-97D16.1	geneM0
AC131097.4	geneM3
CCDC7	geneM0
RPL21P65	geneM0
RP11-346C16.1	geneM2
AC007401.2	geneM0
PPIAP31	geneM0
FNIP1	geneM2
ANKRD18EP	geneM4
SP9	geneM0
CBX3P9	geneM0
AC007249.3	geneM4
RP1-34B20.4	geneM0
PRELID1P1	geneM0
SSXP10	geneM0
SYCE3	geneM0
RP11-474L11.5	geneM0
RP1-95L4.2	geneM2
RP11-477E3.2	geneM0
RPS16P5	geneM0
CKLF	geneM2
RP11-204C16.4	geneM0
PTGES3P2	geneM1
RP1-95L4.4	geneM0
RP11-63K6.1	geneM0
MGC10955	geneM4
CCT7P1	geneM4
RP11-160A9.2	geneM0
RP11-76H14.2	geneM0
LDHAL6FP	geneM1
RP11-465B22.3	geneM0
KRT18P48	geneM0
CICP18	geneM1
PAM16	geneM0
ZNF192P2	geneM0
RP4-800J21.3	geneM1
RP11-561C5.5	geneM0
AC016739.2	geneM2
KRT8P43	geneM0
TATDN2P2	geneM2
RP11-889L3.1	geneM0
MORF4L1P1	geneM0
RP11-393I2.2	geneM0
TENM3	geneM16
LYPLA1P3	geneM0
RPS3AP23	geneM0
AC110619.2	geneM0
RP11-296E7.1	geneM2
AC016773.1	geneM0
NDUFS5P1	geneM2
RP11-475C16.1	geneM0
NIP7P3	geneM0
RP11-93K7.1	geneM0
H2AFZP3	geneM0
LINC00339	geneM4
RP11-420A21.1	geneM0
AP002530.2	geneM0
AP000350.4	geneM0
RP1-253B10.1	geneM0
RP11-2J18.1	geneM0
RP3-395C13.1	geneM0
AC008060.7	geneM2
BRD7P4	geneM0
AC010150.1	geneM0
RP3-453I5.2	geneM0
RP5-1046G13.2	geneM2
AC007390.5	geneM7
RP3-472M2.2	geneM2
RP3-382I10.3	geneM0
ZNF579	geneM3
FTH1P15	geneM0
RP1-99E18.2	geneM0
CTA-299D3.8	geneM0
NPM1P37	geneM0
HNRNPA3P12	geneM0
RP11-203F10.6	geneM0
FTH1P19	geneM0
RNASEK	geneM0
RP11-181C21.4	geneM0
RPL31P52	geneM0
RP11-250B2.2	geneM0
RP11-491H9.3	geneM2
RP1-265C24.5	geneM2
HSPA8P15	geneM0
RP4-761J14.8	geneM0
MBL3P	geneM0
RP11-350J20.4	geneM0
TEX40	geneM0
FAM19A5	geneM14
RP3-337H4.6	geneM0
NBPF1	geneM2
FTH1P8	geneM0
AP000580.1	geneM0
RPA3-AS1	geneM1
RPL17P25	geneM0
RP1-281H8.3	geneM0
PPP1R3G	geneM3
HIGD1AP16	geneM0
FAM228B	geneM0
BMPR1APS1	geneM0
CTD-2006C1.2	geneM0
RP1-20N4.1	geneM0
RP11-262H14.11	geneM0
RP11-532F6.2	geneM0
RP1-292B18.1	geneM0
RP1-199J3.5	geneM0
OSTCP6	geneM0
XX-C2158C6.2	geneM0
GAPDHP42	geneM0
ZSCAN12P1	geneM2
RPL35P3	geneM0
RP11-378G13.2	geneM0
LINGO3	geneM0
RP11-17M16.1	geneM3
LAP3P1	geneM0
RP1-37N7.3	geneM0
ZGLP1	geneM24
VAMP2	geneM7
HNRNPH1P1	geneM0
HIST2H2BD	geneM0
KRT8P42	geneM2
FCF1P5	geneM0
YAP1P1	geneM0
RP3-415N12.1	geneM0
PGAM1P10	geneM0
RP1-177A13.1	geneM0
VIMP1	geneM0
PKMP3	geneM13
HTR5A-AS1	geneM1
RPL35P2	geneM0
RP3-509I19.6	geneM0
RP11-480N24.4	geneM2
RP3-406A7.3	geneM2
RP11-530A18.1	geneM0
RP3-403A15.1	geneM0
RPL5P18	geneM0
RPL21P28	geneM0
MTMR9LP	geneM0
RPL21P119	geneM0
AC093642.5	geneM0
RP11-572P18.1	geneM0
RPS18P9	geneM0
RP3-403L10.2	geneM0
MRPL35P1	geneM0
MESTP1	geneM1
RP3-525L6.2	geneM0
RNU6ATAC35P	geneM0
RP11-137L10.6	geneM2
C16orf3	geneM0
C6orf226	geneM4
PPP3R1	geneM7
FANCG	geneM28
AP4M1	geneM22
C2orf16	geneM0
CTD-2527I21.4	geneM0
PLXNA4	geneM1
CEBPD	geneM5
TMEM257	geneM3
MRPS21P3	geneM0
OR3A2	geneM0
ARIH2OS	geneM4
C5orf54	geneM10
HMSD	geneM2
NPTXR	geneM0
FAM200A	geneM0
PPP2R2A	geneM7
C19orf73	geneM0
ZNF880	geneM0
TRIM16	geneM20
FAM45B	geneM0
HEPN1	geneM0
TAS2R40	geneM2
TIGD1	geneM0
FXYD7	geneM0
XKR9	geneM1
C12orf61	geneM0
C1orf229	geneM0
SLC12A8	geneM13
TMEM14E	geneM0
APOL6	geneM5
FADS3	geneM5
CCNL2	geneM8
UBA52	geneM15
MYBPHL	geneM1
PPT2	geneM0
C5orf55	geneM4
ZNF630	geneM0
TIAF1	geneM2
AC092675.3	geneM0
AC016722.1	geneM4
BTBD19	geneM0
FAM185A	geneM0
AC005481.5	geneM0
RAB6C	geneM2
AP000322.54	geneM0
URAHP	geneM0
AC062017.1	geneM0
AC004945.1	geneM2
AC007131.1	geneM0
ADRA2B	geneM0
LINC00152	geneM1
AC079305.10	geneM0
RP5-1039K5.16	geneM2
DCDC2B	geneM0
RN7SKP16	geneM2
RN7SKP151	geneM0
RN7SKP56	geneM2
RN7SKP150	geneM0
RN7SKP271	geneM0
RN7SKP106	geneM0
RN7SKP97	geneM0
RN7SKP268	geneM0
RN7SKP296	geneM0
RN7SKP53	geneM0
RN7SKP30	geneM0
RN7SKP273	geneM2
RP13-131K19.2	geneM0
HIST2H2BA	geneM0
RP11-66D17.5	geneM0
FTH1P10	geneM0
AC005104.3	geneM0
RP11-374M1.4	geneM0
SEC22B	geneM0
RP1-65J11.1	geneM0
RPS10P7	geneM2
RP11-211G3.2	geneM5
MEG9	geneM8
RP11-38P6.1	geneM0
RPL17P17	geneM0
LINC00473	geneM21
RP11-393I23.2	geneM0
AC016716.1	geneM2
AC004041.2	geneM0
USP17L2	geneM2
RP11-52I18.1	geneM0
FAM115B	geneM0
GAPDHP69	geneM0
AC004471.9	geneM0
GS1-124K5.3	geneM2
AL020996.1	geneM4
VN1R42P	geneM0
LINC00842	geneM0
RP11-545E17.3	geneM0
NUTM2A-AS1	geneM1
RP11-763B22.7	geneM0
EXOSC6	geneM0
AC083862.6	geneM4
VPS52	geneM0
RP11-96B5.3	geneM4
RP11-29H23.6	geneM0
RP11-397P13.7	geneM0
RPL23AP53	geneM0
RP11-632K20.7	geneM0
AFF2-IT1	geneM0
AC093690.1	geneM2
RABGAP1L-IT1	geneM0
EEF1A1P8	geneM0
AC008069.1	geneM0
RP5-919F19.5	geneM0
LINC00630	geneM0
ZNF844	geneM3
AC034228.3	geneM0
TMSB4XP4	geneM0
SMPD4P1	geneM1
TRIM60P17	geneM1
AC003090.1	geneM0
CKMT1A	geneM1
TINCR	geneM1
RP3-476K8.4	geneM2
TVP23CP1	geneM0
AC103564.9	geneM1
CENPVP1	geneM0
RP11-216N14.7	geneM2
HBD	geneM0
RP11-289I10.2	geneM0
AC012506.3	geneM0
AC008277.1	geneM2
UHRF2P1	geneM0
RP11-131L23.1	geneM0
AC011242.6	geneM4
RP11-93B14.4	geneM0
LINC00571	geneM0
ADH5P3	geneM0
RP4-633O19__A.1	geneM0
AF230666.2	geneM0
RAET1E-AS1	geneM0
RP1-90L6.2	geneM0
NSUN5P1	geneM25
AC091633.3	geneM4
RP5-1172N10.2	geneM0
BX842568.2	geneM0
RPL18AP14	geneM0
RP11-644K8.1	geneM0
RP4-717I23.3	geneM0
MIR503HG	geneM0
RP4-673D20.1	geneM0
AC008073.9	geneM0
TSSC2	geneM0
RP11-54O7.3	geneM0
LINC00205	geneM0
MIR1255B1	geneM0
CD99P1	geneM5
RP11-307B6.3	geneM4
RP11-403I13.4	geneM0
RP4-593M8.1	geneM0
UBE2E1-AS1	geneM4
ENTPD3-AS1	geneM2
IL10RB-AS1	geneM0
CERS1	geneM3
RPS20P14	geneM0
RP6-206I17.1	geneM0
RP11-197K6.1	geneM0
AC007255.8	geneM4
CFL1P1	geneM0
DAZAP2P1	geneM0
BRD2-IT1	geneM4
FAM95B1	geneM25
RP11-135J2.3	geneM0
EFCAB6-AS1	geneM4
RP11-80I15.1	geneM0
AC147651.3	geneM0
RP11-74C1.2	geneM0
NPM1P19	geneM2
HLA-DPB1	geneM6
AC005517.3	geneM0
FAM90A13P	geneM0
RP11-251G23.2	geneM0
OSER1-AS1	geneM0
CCNJP2	geneM2
SEC13P1	geneM0
AC068657.2	geneM0
ASS1P2	geneM0
RP11-183E9.2	geneM0
RP11-33A14.1	geneM0
AC008074.3	geneM0
RP11-252P19.2	geneM0
RP11-458I7.1	geneM0
AC016738.4	geneM0
C1QTNF5	geneM3
AFG3L1P	geneM8
AC009948.5	geneM0
PRKRIRP8	geneM0
AC002456.2	geneM0
RP11-561N12.4	geneM0
SMCR2	geneM0
HNRNPRP1	geneM2
RPL32P35	geneM0
CTA-407F11.6	geneM0
AC019070.1	geneM0
RP11-488L18.6	geneM0
RP11-728K20.1	geneM0
RPL21P32	geneM0
MIR181A2HG	geneM0
RP11-383C5.4	geneM4
TCEAL3-AS1	geneM0
EPB41L4A-AS1	geneM0
CTSLP2	geneM0
AC016725.4	geneM1
AC005076.5	geneM0
RP1-90G24.6	geneM0
GLTPD1	geneM30
GAPDHP55	geneM2
RP4-622L5.7	geneM0
RP11-430K21.2	geneM0
RP11-75A9.3	geneM0
SNHG14	geneM1
UBE2FP1	geneM0
LINC01057	geneM5
RP11-39K24.4	geneM0
LL22NC03-86G7.1	geneM0
RP5-1033H22.2	geneM0
RPS24P8	geneM0
RP11-472B18.1	geneM10
CENPVP3	geneM0
RP5-837J1.2	geneM0
RP11-343H5.4	geneM0
INHBA-AS1	geneM0
PTPN2P2	geneM0
ATG12P2	geneM0
AC000123.4	geneM0
AMMECR1-IT1	geneM0
AC009506.1	geneM3
RP11-433C9.2	geneM0
DNAJC27-AS1	geneM0
RP3-522D1.1	geneM0
LINC00570	geneM1
SDHDP6	geneM0
AC096559.1	geneM1
SNX18P9	geneM0
CTC-349C3.1	geneM0
HOXD-AS1	geneM2
RP11-574K11.5	geneM0
PNMA6A	geneM0
PHEX-AS1	geneM4
RP11-371A19.2	geneM1
RP13-228J13.1	geneM0
RP11-262I2.2	geneM0
GS1-18A18.1	geneM1
TBC1D3B	geneM0
OR2L1P	geneM1
AC110299.5	geneM0
RP5-1027O11.1	geneM1
AC090044.2	geneM0
LINC00403	geneM0
AJ009632.3	geneM1
PDCL3P6	geneM0
RP11-179G5.1	geneM0
RP11-191L9.4	geneM1
AC114730.3	geneM0
AC005014.5	geneM1
SLC25A5-AS1	geneM4
CTD-2290C23.1	geneM0
MSL3P1	geneM0
AF196972.9	geneM0
RP11-344B5.2	geneM6
AC012317.1	geneM0
RP4-633I8.2	geneM2
CHL1-AS2	geneM0
AC019181.3	geneM0
RP11-306K13.1	geneM0
RP11-151A6.4	geneM4
RP11-466F5.8	geneM0
RP11-289H16.1	geneM0
OACYLP	geneM1
AC017104.6	geneM0
C17orf72	geneM0
RP3-395M20.2	geneM1
C4B	geneM5
RPL7P57	geneM0
LL22NC03-13G6.2	geneM0
RP11-1033A18.1	geneM0
AC010886.2	geneM0
RPL19P12	geneM0
STK24-AS1	geneM4
ADM5	geneM0
PRKAR2A-AS1	geneM4
AC073869.2	geneM0
LINC00539	geneM0
MKRN5P	geneM4
AC063976.7	geneM0
PIGUP1	geneM0
AC068831.3	geneM4
GS1-259H13.7	geneM0
ATP5F1P1	geneM2
RSL24D1P6	geneM4
PGAM1P6	geneM0
ATXN1L	geneM4
RP11-522L3.6	geneM1
AC136289.1	geneM1
AC010127.5	geneM0
RP11-87O11.1	geneM0
AC104438.1	geneM0
AC002117.1	geneM0
AC010884.1	geneM1
AC021593.1	geneM0
LINC00620	geneM0
RP11-438F14.3	geneM1
RP11-561I11.3	geneM0
PPIAP10	geneM0
SMIM13	geneM0
TMLHE-AS1	geneM0
RP11-134G8.7	geneM0
AC012318.3	geneM0
EIF4BP3	geneM0
HLA-DPB2	geneM0
FAM96AP2	geneM0
AC096669.3	geneM0
HNRNPA1P48	geneM0
RP5-884C9.2	geneM1
RP11-30B1.1	geneM0
ZMIZ1-AS1	geneM0
PTCHD3P1	geneM0
RPS5P2	geneM0
RP11-153F1.1	geneM1
RP11-305E17.6	geneM0
RP11-51O6.1	geneM0
RP4-564F22.5	geneM0
SH3BP5-AS1	geneM0
IPO8P1	geneM0
AC009227.2	geneM0
GAPDHP46	geneM2
PLA2G12AP1	geneM0
RP11-146D12.5	geneM0
RPL36AP29	geneM0
TCEB1P23	geneM0
RASAL2-AS1	geneM1
ZNF812	geneM0
LAMTOR5-AS1	geneM4
RP11-697E14.2	geneM0
NPIPA3	geneM0
AC025165.8	geneM0
FCF1P7	geneM0
AC090945.1	geneM0
AC016716.2	geneM0
RP1-86D1.5	geneM2
AC099850.1	geneM4
TEX26-AS1	geneM0
RP11-380G5.2	geneM0
RP13-137A17.5	geneM1
CR769776.3	geneM0
RP11-54O15.3	geneM2
AC069213.1	geneM0
ATP2B2-IT2	geneM0
BRAFP1	geneM4
AP000704.5	geneM0
RP11-314A5.3	geneM2
AP003039.3	geneM2
RP11-445O16.3	geneM0
TUBB4BP2	geneM0
AC004878.2	geneM0
LINC00853	geneM4
TMEM72-AS1	geneM4
RP11-134G8.8	geneM0
AC093843.1	geneM0
THRB-IT1	geneM0
RP11-171A24.3	geneM1
OR2X1P	geneM1
