"","Set","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"935","C4A-positive",1,TRUE,3.28e-16,880,1681,185,0.11,0.21,"GO:0072359","BP",3,"circulatory system development",1,"CFLAR,PAX6,STAB1,HGF,TYMP,TNFRSF1B,LTBP1,ELN,KCNQ1,TAB2,HDAC7,MYLK,SPI1,FGFR2,SP100,TNFRSF1A,ROCK1,TGFBR3,GLI2,DNM2,REST,B4GALT1,MMP2,ANGPT2,TGFB2,PCSK5,HMOX1,MYH9,HIF1A,CD40,NFATC2,BMP7,POFUT1,JAG1,FLT1,SALL1,CTSH,STK3,PPP1R13L,LYL1,TGFB1,HAMP,ITGB8,PTN,HSPB1,TGFBR1,ENG,BMPR1A,CCL2,CPE,ELK3,NR2E1,QKI,SPARC,NPHP3,KAT2B,HES1,HYAL1,EPAS1,NFE2L2,PRRX1,ECE1,ID3,F3,TNFAIP3,GNA13,MSX2,SOX9,IL1B,C3,FGFRL1,SMO,APOE,NFATC1,CHI3L1,LOXL2,NOTCH2,APLNR,COL4A2,AGT,IL10,PIM1,PRCP,YAP1,SMAD6,EMILIN1,PLCE1,ITGAV,FGF2,ACVRL1,PML,ERBB2,HSPG2,RHOB,ACKR3,COL8A1,SFRP2,NTRK2,CRB2,NOTCH1,ADM,ROM1,ITGB1,IL18,FOXO1,GJA1,ANGPT1,MMP14,ACAN,WASF2,RUNX1,HK2,ITGB2,LMNA,MYL3,ITGA5,PLCD3,TAL1,PDPN,DHRS3,VANGL2,PDLIM5,FZD5,TGFBR2,ADAMTS9,TIPARP,ZC3H12A,HEYL,TLR3,SOX17,NOS3,SYK,CYBB,ATP7A,CASP7,SGPL1,DCHS1,NXN,ANGPTL4,CX3CR1,STAT3,EFNA1,CXCL10,ARL13B,CLIC4,ANTXR1,SMAD1,SGCD,HAS2,S1PR1,CHD7,APLN,COL8A2,C3AR1,MMRN2,DAG1,CSPG4,GNG5,SH3PXD2B,FZD4,FBXW8,GPR4,CALR,FZD2,OXTR,ANXA2,PRKX,ADAP2,SOCS3,CIB1,SP1,ZFP36L1,THBS2,PPARA,PLCD1,COL4A1,FAT4,RYR1,EPHB4,C5AR1,GPR56,EMP2,ANG,AQP1,ITGB3"
"936","C4A-positive",1,TRUE,2.26e-06,253,1681,58,0.035,0.229,"GO:0040013","BP",3,"negative regulation of locomotion",1,"SEMA3F,WAS,CNN2,SP100,FBLN1,GSTP1,ARHGAP4,ANGPT2,HMOX1,JAG1,TIMP1,TGFB1,PTN,ENG,KANK1,BMPR1A,CCL2,SLC9A3R1,ARHGDIB,DPYSL3,IGFBP5,NFE2L2,MIIP,PADI2,APOE,BST2,TRIM21,TRIM5,IL33,EMILIN1,FGF2,ACVRL1,PML,CERS2,RHOB,SFRP2,NOTCH1,STC1,ADAMTS9,TP53INP1,CD300A,CX3CR1,STAT3,CLIC4,CORO1B,MMRN2,DAG1,PTPN2,CALR,IDH2,PRKG1,IFITM1,ADA,SRGAP1,AIF1,GPR56,MMP28,ADORA3"
"937","C4A-positive",1,TRUE,0.000397,208,1681,44,0.026,0.212,"GO:0071559","BP",3,"response to transforming growth factor beta",1,"CFLAR,FYN,LTBP1,FGFR2,ROCK1,TGFBR3,FERMT2,DNM2,ITGB5,PXN,TGFB2,BAMBI,TGFB1,CAV2,TGFBR1,ENG,BMPR1A,SMURF2,GCNT2,LTBP2,TGFB3,SMAD9,SOX9,TWSG1,COL4A2,SMAD6,EMILIN1,ACVRL1,PML,PARD3,ZFP36L2,DAB2,CD109,F11R,TGFBR2,HTRA1,VASN,CX3CR1,LIMS1,SMAD1,CHST11,YES1,ZFP36L1,WWOX"
"938","C4A-positive",1,TRUE,0.0203,38,1681,11,0.007,0.289,"GO:0006949","BP",3,"syncytium formation",1,"CFLAR,SBNO2,IL4R,FLT3LG,MYH9,NFATC2,TANC1,MYOF,CD109,CAPN2,CXCL10"
"939","C4A-positive",1,TRUE,0.0169,37,1681,11,0.007,0.297,"GO:0000768","BP",3,"syncytium formation by plasma membrane fusion",2,"CFLAR,SBNO2,IL4R,FLT3LG,MYH9,NFATC2,TANC1,MYOF,CD109,CAPN2,CXCL10"
"940","C4A-positive",1,TRUE,0.0139,26,1681,9,0.005,0.346,"GO:0007520","BP",3,"myoblast fusion",3,"CFLAR,IL4R,FLT3LG,MYH9,NFATC2,TANC1,MYOF,CAPN2,CXCL10"
"941","C4A-positive",1,TRUE,0.0483,12,1681,5,0.003,0.417,"GO:1901739","BP",3,"regulation of myoblast fusion",4,"CFLAR,IL4R,FLT3LG,NFATC2,CXCL10"
"942","C4A-positive",1,TRUE,1.14e-08,159,1681,47,0.028,0.296,"GO:0030278","BP",3,"regulation of ossification",1,"LTF,HGF,GPM6B,HDAC7,FGFR2,TGFB2,HIF1A,BMP7,JAG1,TGFB1,BMPR1A,MGP,IGFBP5,ID3,TGFB3,MSX2,SRGN,RUNX2,SOX9,TWSG1,GDPD2,CHSY1,IL6ST,LRP4,SMAD6,BMPR1B,BMP2K,TOB1,LIMD1,SFRP2,NOTCH1,GJA1,IL6R,DHRS3,DDR2,CCR1,ADRB2,S1PR1,ID4,CEBPB,ANO6,TMEM119,TOB2,CSF1,IFITM1,SMOC1,CLIC1"
"943","C4A-positive",1,TRUE,0.0101,56,1681,15,0.009,0.268,"GO:0030279","BP",3,"negative regulation of ossification",2,"HDAC7,HIF1A,TGFB1,IGFBP5,ID3,SRGN,SOX9,TWSG1,CHSY1,LRP4,SMAD6,TOB1,LIMD1,NOTCH1,CCR1"
"944","C4A-positive",1,TRUE,0.0427,73,1681,16,0.01,0.219,"GO:0097581","BP",3,"lamellipodium organization",1,"WAS,CD44,DNM2,KANK1,RREB1,RAC2,ARHGEF6,FGD4,ITGB1,WASF2,PDPN,ATP7A,S1PR1,CORO1B,SPATA13,CYFIP1"
"945","C4A-positive",1,TRUE,0.0373,36,1681,10,0.006,0.278,"GO:1902743","BP",3,"regulation of lamellipodium organization",2,"WAS,CD44,DNM2,KANK1,RREB1,RAC2,WASF2,PDPN,ATP7A,CORO1B"
"946","C4A-positive",1,TRUE,0.0415,16,1681,6,0.004,0.375,"GO:0072673","BP",3,"lamellipodium morphogenesis",2,"CD44,KANK1,RREB1,WASF2,PDPN,CORO1B"
"947","C4A-positive",1,TRUE,0.0233,10,1681,5,0.003,0.5,"GO:2000392","BP",3,"regulation of lamellipodium morphogenesis",3,"CD44,KANK1,RREB1,PDPN,CORO1B"
"948","C4A-positive",1,TRUE,8.76e-47,650,1681,211,0.126,0.325,"GO:0045087","BP",3,"innate immune response",1,"TSPAN6,FGR,CFH,BTK,FYN,TYROBP,LTF,WAS,SLC11A1,VIM,CD44,VAMP3,CYBA,TAB2,SEC61A1,CASP8,CD84,SP100,IFI35,STXBP2,NFKB2,FCN1,MMP2,MAVS,ICAM1,IRAK3,UNC13D,TREM2,APOL1,NFKBIA,CD40,HCK,SAMHD1,MID1,BMX,ELF4,PYCARD,IKBKB,GSDMD,TGFB1,JAK3,ZC3HAV1,NOD1,DDX58,CCL2,DHX58,UNC93B1,OAS3,OAS2,PTPN6,TRIM38,LY86,C7,MAPKAPK3,IFIH1,IL18RAP,KYNU,NCF2,CD58,GBP1,TNFAIP3,IFIT3,CLU,NMI,MT2A,IRF1,C3,MASP1,APOBEC3A,APOBEC3F,SEC14L1,BST2,LGALS3,TRIM21,TRIM5,TRIM22,XAF1,CD180,PTPN22,HAVCR2,TRAFD1,CALCOCO2,CNPY3,RIPK1,TLR2,DDX60,CASP1,PARP9,HERC5,C1RL,RAB20,PML,NLRC5,IRF8,VAV1,IFITM3,SIGLEC10,S100A8,GSN,SERPING1,FCGR1A,IL18,MR1,GBP5,PIK3AP1,VSIG4,SLA,COLEC12,CD1D,NCF1,FCER1G,C1QC,C1R,ITGB2,S100B,CXCL16,GBP2,MAPKAPK2,CTSS,TNFAIP8L2,S100A9,S100A12,IFI16,DTX3L,SERINC5,TLR3,SYK,CYBB,C2,B2M,NOD2,AXL,CD300A,CX3CR1,TNIP2,LGALS9,RNASE3,PTAFR,RNASE6,TRIM56,ITGAM,CD14,AQP4,CLEC7A,MYD88,RELA,PARP14,C1QB,C1QA,PPP1R14B,TLR10,TLR1,PTPN2,YES1,C17ORF62,CIITA,CDC42EP4,PAK2,HIST1H2BC,RNF135,C1S,CSF1R,CADM1,CSF1,SOCS3,HIST2H2BE,USP18,IFITM2,MUC1,IRF7,IFITM1,LILRA5,TLR5,PLSCR1,HLA-DRB1,PTPN1,TLR7,HLA-DQA1,ARID5A,CASP4,MAP3K5,PLCG2,IRAK4,FCGR1B,HLA-DRB5,MSRB1,CR1,PSMB8,HLA-DRA,AIF1,HLA-F,CD177,LGR4,CFI,HLA-A,IRF9,IFI30,HLA-DPB1,C4B,HLA-DPA1,APOBEC3G,LILRA2,CFB,APOBEC3C,C4A,LYN,SIGLEC14,TRIL,TRIM34,IKBKE,HIST1H2BF"
"949","C4A-positive",1,TRUE,1.23e-20,158,1681,66,0.039,0.418,"GO:0034341","BP",3,"response to interferon-gamma",2,"WAS,SLC11A1,VIM,CD44,VAMP3,SEC61A1,SP100,STXBP2,ICAM1,CD40,HCK,MID1,CCL2,OAS3,OAS2,TRIM38,KYNU,CD58,GBP1,NMI,MT2A,IRF1,BST2,TRIM21,TRIM5,TRIM22,CALCOCO2,TLR2,CASP1,PARP9,RAB20,PML,NLRC5,IRF8,IFITM3,GSN,FCGR1A,GBP5,CXCL16,GBP2,TLR3,B2M,LGALS9,PTAFR,AQP4,PARP14,PTPN2,CIITA,CDC42EP4,SOCS3,IFITM2,IRF7,IFITM1,HLA-DRB1,HLA-DQA1,FCGR1B,HLA-DRB5,HLA-DRA,AIF1,HLA-F,HLA-A,IRF9,IFI30,HLA-DPB1,HLA-DPA1,TRIM34"
"950","C4A-positive",1,TRUE,2.46e-16,141,1681,56,0.033,0.397,"GO:0071346","BP",3,"cellular response to interferon-gamma",3,"WAS,VIM,CD44,VAMP3,SP100,STXBP2,ICAM1,HCK,MID1,CCL2,OAS3,OAS2,TRIM38,CD58,GBP1,NMI,MT2A,IRF1,TRIM21,TRIM5,TRIM22,TLR2,CASP1,PARP9,RAB20,PML,NLRC5,IRF8,GSN,FCGR1A,GBP5,GBP2,TLR3,B2M,LGALS9,PTAFR,AQP4,PARP14,PTPN2,CIITA,CDC42EP4,SOCS3,IRF7,HLA-DRB1,HLA-DQA1,FCGR1B,HLA-DRB5,HLA-DRA,AIF1,HLA-F,HLA-A,IRF9,IFI30,HLA-DPB1,HLA-DPA1,TRIM34"
"951","C4A-positive",1,TRUE,1.45e-07,75,1681,28,0.017,0.373,"GO:0034340","BP",3,"response to type I interferon",2,"SP100,IFI35,MAVS,SAMHD1,OAS3,OAS2,PTPN6,IFIT3,IRF1,BST2,XAF1,NLRC5,IRF8,IFITM3,GBP2,TRIM56,MYD88,PTPN2,USP18,IFITM2,IRF7,IFITM1,PTPN1,PSMB8,HLA-F,HLA-A,IRF9,IKBKE"
"952","C4A-positive",1,TRUE,5.14e-07,70,1681,26,0.015,0.371,"GO:0071357","BP",3,"cellular response to type I interferon",3,"SP100,IFI35,MAVS,SAMHD1,OAS3,OAS2,PTPN6,IFIT3,IRF1,BST2,XAF1,NLRC5,IRF8,IFITM3,GBP2,MYD88,PTPN2,USP18,IFITM2,IRF7,IFITM1,PTPN1,PSMB8,HLA-F,HLA-A,IRF9"
"953","C4A-positive",1,TRUE,1.94e-23,505,1681,141,0.084,0.279,"GO:0001817","BP",3,"regulation of cytokine production",1,"TSPAN6,FGR,CD4,BTK,HFE,LTF,SLC11A1,CD74,HGF,MRE11A,CYBA,IL17RB,HDAC7,CD84,IGF2BP2,NFKB2,IL4R,GSTP1,FCN1,MAVS,IRAK3,EZR,TGFB2,HMOX1,TSPO,HIF1A,CD40,PYCARD,GSDMD,EBI3,TGFB1,CARD8,JAK3,NOD1,HSPB1,DDX58,DHX58,TRIM38,BCL6,CD86,IFIH1,IL1R2,IL1R1,IL1RL1,IL18R1,CD58,GBP1,TNFAIP3,TGFB3,ELF1,CLU,SASH3,SRGN,NCKAP1L,NMI,BTN2A2,IRF1,IL1B,C3,ZFP36,TWSG1,RIPK3,SEC14L1,BST2,LILRB2,TRIM21,PTPN22,IL6ST,ZCCHC11,HAVCR2,HILPDA,AGT,IL10,IL33,RIPK1,TLR2,LRRC32,DDX60,CASP1,HERC5,PML,IQGAP1,NLRC5,IRF8,IL18,MERTK,ANGPT1,GBP5,UBE2L6,F11R,FCER1G,RUNX1,IL6R,MAPKAPK2,INHBB,FZD5,IFI16,ZC3H12A,TLR3,SYK,CYBB,B2M,GPRC5B,NOD2,AXL,CX3CR1,INPP5D,LGALS9,PTAFR,TRIM56,ADORA2B,CD14,C3AR1,CEBPB,MYD88,RELA,TLR10,TLR1,IL17RA,RNF135,UBA7,CSF1R,CADM1,IRF7,TLR5,LITAF,HLA-DRB1,TLR7,C5AR1,SPN,PLCG2,CD2AP,LGR4,GPSM3,S1PR3,HLA-DPB1,HLA-DPA1,NFAM1,LYN,TRIL,IKBKE"
"954","C4A-positive",1,TRUE,0.0144,9,1681,5,0.003,0.556,"GO:0032645","BP",3,"regulation of granulocyte macrophage colony-stimulating factor production",2,"CD84,DDX58,IL1B,IL18,SYK"
"955","C4A-positive",1,TRUE,3.77e-09,100,1681,36,0.021,0.36,"GO:1903555","BP",3,"regulation of tumor necrosis factor superfamily cytokine production",2,"LTF,CYBA,GSTP1,MAVS,IRAK3,TSPO,PYCARD,NOD1,HSPB1,DDX58,CD86,IFIH1,TNFAIP3,CLU,SASH3,PTPN22,HAVCR2,IL10,RIPK1,TLR2,ANGPT1,FCER1G,MAPKAPK2,FZD5,ZC3H12A,TLR3,CYBB,NOD2,AXL,CX3CR1,LGALS9,PTAFR,CD14,MYD88,TLR1,SPN"
"956","C4A-positive",1,TRUE,6.12e-09,97,1681,35,0.021,0.361,"GO:0032680","BP",3,"regulation of tumor necrosis factor production",3,"LTF,CYBA,GSTP1,MAVS,IRAK3,TSPO,PYCARD,NOD1,HSPB1,DDX58,IFIH1,TNFAIP3,CLU,SASH3,PTPN22,HAVCR2,IL10,RIPK1,TLR2,ANGPT1,FCER1G,MAPKAPK2,FZD5,ZC3H12A,TLR3,CYBB,NOD2,AXL,CX3CR1,LGALS9,PTAFR,CD14,MYD88,TLR1,SPN"
"957","C4A-positive",1,TRUE,0.000413,51,1681,17,0.01,0.333,"GO:0032677","BP",3,"regulation of interleukin-8 production",2,"FCN1,MAVS,PYCARD,DDX58,CD58,IL1B,PTPN22,IL10,RIPK1,TLR2,TLR3,NOD2,LGALS9,CD14,TLR1,TLR5,TLR7"
"958","C4A-positive",1,TRUE,0.0478,32,1681,9,0.005,0.281,"GO:0032653","BP",3,"regulation of interleukin-10 production",2,"HGF,PYCARD,JAK3,SASH3,TLR2,FCER1G,NOD2,LGALS9,HLA-DRB1"
"959","C4A-positive",1,TRUE,0.0451,43,1681,11,0.007,0.256,"GO:0032663","BP",3,"regulation of interleukin-2 production",2,"CD4,HDAC7,EZR,CD86,GBP1,TNFAIP3,SASH3,IL1B,ZFP36,HAVCR2,RUNX1"
"960","C4A-positive",1,TRUE,2.14e-06,70,1681,25,0.015,0.357,"GO:0032649","BP",3,"regulation of interferon-gamma production",2,"SLC11A1,PYCARD,EBI3,IL1R1,IL1RL1,IL18R1,SASH3,IL1B,RIPK3,PTPN22,HAVCR2,IL10,IL33,IRF8,IL18,FZD5,ZC3H12A,TLR3,AXL,LGALS9,CD14,HLA-DRB1,TLR7,HLA-DPB1,HLA-DPA1"
"961","C4A-positive",1,TRUE,0.000121,61,1681,20,0.012,0.328,"GO:0032642","BP",3,"regulation of chemokine production",2,"CD74,IL4R,GSTP1,MAVS,HMOX1,HIF1A,PYCARD,IL1RL1,IL1B,HAVCR2,IL10,IL33,TLR2,IL6R,TLR3,LGALS9,ADORA2B,MYD88,CSF1R,TLR7"
"962","C4A-positive",1,TRUE,7.46e-07,100,1681,32,0.019,0.32,"GO:0032479","BP",3,"regulation of type I interferon production",2,"MRE11A,NFKB2,MAVS,PYCARD,DDX58,DHX58,TRIM38,IFIH1,TNFAIP3,NMI,IRF1,TRIM21,PTPN22,HAVCR2,IL10,TLR2,HERC5,NLRC5,UBE2L6,IFI16,TLR3,SYK,TRIM56,CD14,MYD88,RELA,RNF135,UBA7,IRF7,TLR7,PLCG2,IKBKE"
"963","C4A-positive",1,TRUE,0.00279,25,1681,10,0.006,0.4,"GO:0032647","BP",3,"regulation of interferon-alpha production",3,"MAVS,DDX58,IFIH1,NMI,PTPN22,HAVCR2,IL10,TLR3,IRF7,TLR7"
"964","C4A-positive",1,TRUE,0.0101,45,1681,13,0.008,0.289,"GO:0032648","BP",3,"regulation of interferon-beta production",3,"MAVS,PYCARD,DDX58,TRIM38,IFIH1,NMI,IRF1,PTPN22,TLR2,TLR3,RNF135,IRF7,TLR7"
"965","C4A-positive",1,TRUE,0.00603,23,1681,9,0.005,0.391,"GO:0032673","BP",3,"regulation of interleukin-4 production",2,"CD86,SASH3,HAVCR2,IL33,FCER1G,SYK,LGALS9,CEBPB,HLA-DRB1"
"966","C4A-positive",1,TRUE,0.000417,56,1681,18,0.011,0.321,"GO:0032652","BP",3,"regulation of interleukin-1 production",2,"GSTP1,PYCARD,GSDMD,CARD8,NOD1,HSPB1,IL1R2,TNFAIP3,HAVCR2,IL10,CASP1,PML,FZD5,IFI16,ZC3H12A,NOD2,LGALS9,S1PR3"
"967","C4A-positive",1,TRUE,0.00176,47,1681,15,0.009,0.319,"GO:0032651","BP",3,"regulation of interleukin-1 beta production",3,"GSTP1,PYCARD,GSDMD,CARD8,NOD1,HSPB1,TNFAIP3,CASP1,PML,FZD5,IFI16,ZC3H12A,NOD2,LGALS9,S1PR3"
"968","C4A-positive",1,TRUE,0.0138,3,1681,3,0.002,1,"GO:0034344","BP",3,"regulation of type III interferon production",2,"DDX58,IFIH1,TLR3"
"969","C4A-positive",1,TRUE,3.67e-08,89,1681,32,0.019,0.36,"GO:0032675","BP",3,"regulation of interleukin-6 production",2,"HGF,CYBA,MAVS,IRAK3,PYCARD,NOD1,DDX58,IFIH1,TNFAIP3,NCKAP1L,IL1B,LILRB2,PTPN22,ZCCHC11,HAVCR2,IL10,IL33,TLR2,FCER1G,IL6R,MAPKAPK2,ZC3H12A,TLR3,NOD2,INPP5D,LGALS9,PTAFR,ADORA2B,CEBPB,MYD88,TLR1,TLR7"
"970","C4A-positive",1,TRUE,4.85e-14,321,1681,88,0.052,0.274,"GO:0001819","BP",3,"positive regulation of cytokine production",2,"TSPAN6,FGR,CD4,SLC11A1,CD74,HGF,MRE11A,CYBA,IL17RB,NFKB2,IL4R,FCN1,MAVS,HMOX1,HIF1A,CD40,PYCARD,GSDMD,EBI3,TGFB1,CARD8,NOD1,HSPB1,DDX58,DHX58,CD86,IFIH1,IL1R1,IL1RL1,IL18R1,CD58,CLU,SASH3,IRF1,IL1B,C3,SEC14L1,LILRB2,PTPN22,IL6ST,ZCCHC11,HAVCR2,HILPDA,AGT,IL10,IL33,RIPK1,TLR2,DDX60,CASP1,IRF8,IL18,GBP5,FCER1G,RUNX1,IL6R,MAPKAPK2,FZD5,IFI16,TLR3,SYK,CYBB,B2M,GPRC5B,NOD2,LGALS9,PTAFR,ADORA2B,CD14,C3AR1,CEBPB,MYD88,RELA,TLR1,IL17RA,RNF135,CSF1R,CADM1,IRF7,TLR5,TLR7,C5AR1,SPN,PLCG2,GPSM3,HLA-DPB1,HLA-DPA1,NFAM1"
"971","C4A-positive",1,TRUE,2.1e-08,57,1681,25,0.015,0.439,"GO:1903557","BP",3,"positive regulation of tumor necrosis factor superfamily cytokine production",3,"CYBA,MAVS,PYCARD,NOD1,HSPB1,DDX58,CD86,IFIH1,CLU,SASH3,HAVCR2,RIPK1,TLR2,FCER1G,MAPKAPK2,FZD5,TLR3,CYBB,NOD2,LGALS9,PTAFR,CD14,MYD88,TLR1,SPN"
"972","C4A-positive",1,TRUE,5.1e-08,55,1681,24,0.014,0.436,"GO:0032760","BP",3,"positive regulation of tumor necrosis factor production",4,"CYBA,MAVS,PYCARD,NOD1,HSPB1,DDX58,IFIH1,CLU,SASH3,HAVCR2,RIPK1,TLR2,FCER1G,MAPKAPK2,FZD5,TLR3,CYBB,NOD2,LGALS9,PTAFR,CD14,MYD88,TLR1,SPN"
"973","C4A-positive",1,TRUE,0.000153,57,1681,19,0.011,0.333,"GO:0032481","BP",3,"positive regulation of type I interferon production",3,"MRE11A,NFKB2,MAVS,DDX58,DHX58,IFIH1,IRF1,PTPN22,TLR2,IFI16,TLR3,SYK,CD14,MYD88,RELA,RNF135,IRF7,TLR7,PLCG2"
"974","C4A-positive",1,TRUE,0.0271,19,1681,7,0.004,0.368,"GO:0032727","BP",3,"positive regulation of interferon-alpha production",4,"MAVS,DDX58,IFIH1,PTPN22,TLR3,IRF7,TLR7"
"975","C4A-positive",1,TRUE,0.00879,29,1681,10,0.006,0.345,"GO:0032728","BP",3,"positive regulation of interferon-beta production",4,"MAVS,DDX58,IFIH1,IRF1,PTPN22,TLR2,TLR3,RNF135,IRF7,TLR7"
"976","C4A-positive",1,TRUE,1.44e-05,58,1681,21,0.012,0.362,"GO:0032755","BP",3,"positive regulation of interleukin-6 production",3,"CYBA,MAVS,PYCARD,NOD1,DDX58,IFIH1,IL1B,LILRB2,ZCCHC11,IL33,TLR2,FCER1G,IL6R,TLR3,NOD2,LGALS9,PTAFR,ADORA2B,MYD88,TLR1,TLR7"
"977","C4A-positive",1,TRUE,0.00467,18,1681,8,0.005,0.444,"GO:0032753","BP",3,"positive regulation of interleukin-4 production",3,"CD86,SASH3,HAVCR2,IL33,FCER1G,SYK,LGALS9,CEBPB"
"978","C4A-positive",1,TRUE,0.0222,23,1681,8,0.005,0.348,"GO:0010575","BP",3,"positive regulation of vascular endothelial growth factor production",3,"HIF1A,TGFB1,IL1B,C3,IL6ST,ADORA2B,C3AR1,C5AR1"
"979","C4A-positive",1,TRUE,4.5e-05,35,1681,15,0.009,0.429,"GO:0032757","BP",3,"positive regulation of interleukin-8 production",3,"FCN1,MAVS,PYCARD,DDX58,CD58,IL1B,RIPK1,TLR2,TLR3,NOD2,LGALS9,CD14,TLR1,TLR5,TLR7"
"980","C4A-positive",1,TRUE,0.0328,7,1681,4,0.002,0.571,"GO:0032740","BP",3,"positive regulation of interleukin-17 production",3,"TGFB1,IL18,NOD2,MYD88"
"981","C4A-positive",1,TRUE,6.12e-05,49,1681,18,0.011,0.367,"GO:0032729","BP",3,"positive regulation of interferon-gamma production",3,"SLC11A1,PYCARD,EBI3,IL1R1,IL18R1,SASH3,IL1B,PTPN22,HAVCR2,IRF8,IL18,FZD5,TLR3,LGALS9,CD14,TLR7,HLA-DPB1,HLA-DPA1"
"982","C4A-positive",1,TRUE,0.00428,31,1681,11,0.007,0.355,"GO:0032732","BP",3,"positive regulation of interleukin-1 production",3,"PYCARD,GSDMD,CARD8,NOD1,HSPB1,HAVCR2,CASP1,FZD5,IFI16,NOD2,LGALS9"
"983","C4A-positive",1,TRUE,0.00678,28,1681,10,0.006,0.357,"GO:0032731","BP",3,"positive regulation of interleukin-1 beta production",4,"PYCARD,GSDMD,CARD8,NOD1,HSPB1,CASP1,FZD5,IFI16,NOD2,LGALS9"
"984","C4A-positive",1,TRUE,1.17e-05,44,1681,18,0.011,0.409,"GO:0032722","BP",3,"positive regulation of chemokine production",3,"CD74,IL4R,MAVS,HMOX1,HIF1A,PYCARD,IL1RL1,IL1B,HAVCR2,IL33,TLR2,IL6R,TLR3,LGALS9,ADORA2B,MYD88,CSF1R,TLR7"
"985","C4A-positive",1,TRUE,0.0483,12,1681,5,0.003,0.417,"GO:1900017","BP",3,"positive regulation of cytokine production involved in inflammatory response",3,"GBP5,NOD2,MYD88,IL17RA,GPSM3"
"986","C4A-positive",1,TRUE,5.67e-09,204,1681,56,0.033,0.275,"GO:0001818","BP",3,"negative regulation of cytokine production",2,"BTK,HFE,LTF,SLC11A1,HGF,HDAC7,CD84,GSTP1,MAVS,IRAK3,EZR,TGFB2,HMOX1,TSPO,PYCARD,TGFB1,CARD8,JAK3,DDX58,DHX58,BCL6,IFIH1,IL1R2,IL1RL1,GBP1,TNFAIP3,TGFB3,SRGN,NCKAP1L,NMI,BTN2A2,ZFP36,TWSG1,BST2,PTPN22,HAVCR2,IL10,IL33,LRRC32,HERC5,PML,NLRC5,MERTK,ANGPT1,UBE2L6,INHBB,ZC3H12A,AXL,INPP5D,LGALS9,RNF135,UBA7,HLA-DRB1,CD2AP,LGR4,IKBKE"
"987","C4A-positive",1,TRUE,0.0387,42,1681,11,0.007,0.262,"GO:1903556","BP",3,"negative regulation of tumor necrosis factor superfamily cytokine production",3,"LTF,GSTP1,IRAK3,TSPO,TNFAIP3,PTPN22,HAVCR2,IL10,ZC3H12A,AXL,LGALS9"
"988","C4A-positive",1,TRUE,0.0344,20,1681,7,0.004,0.35,"GO:0032692","BP",3,"negative regulation of interleukin-1 production",3,"GSTP1,CARD8,IL1R2,TNFAIP3,IL10,PML,ZC3H12A"
"989","C4A-positive",1,TRUE,0.0278,29,1681,9,0.005,0.31,"GO:0032715","BP",3,"negative regulation of interleukin-6 production",3,"HGF,IRAK3,TNFAIP3,NCKAP1L,PTPN22,HAVCR2,IL10,ZC3H12A,INPP5D"
"990","C4A-positive",1,TRUE,0.0171,22,1681,8,0.005,0.364,"GO:0032689","BP",3,"negative regulation of interferon-gamma production",3,"IL1RL1,HAVCR2,IL10,IL33,ZC3H12A,AXL,LGALS9,HLA-DRB1"
"991","C4A-positive",1,TRUE,0.000361,41,1681,15,0.009,0.366,"GO:0032480","BP",3,"negative regulation of type I interferon production",3,"MAVS,PYCARD,DDX58,DHX58,IFIH1,TNFAIP3,NMI,HAVCR2,IL10,HERC5,NLRC5,UBE2L6,RNF135,UBA7,IKBKE"
"992","C4A-positive",1,TRUE,1.05e-05,477,1681,90,0.054,0.189,"GO:0006935","BP",3,"chemotaxis",1,"SEMA3F,PAX6,FYN,PLAUR,CD74,HGF,TYMP,NTN1,NEO1,GLI2,GSTP1,SLC8B1,ANGPT2,EZR,TGFB2,HSD3B7,BMP7,PLP2,FLT1,TGFB1,HSPB1,CCL2,DOK1,PADI2,F3,CSF3R,NCKAP1L,PREX1,IL1B,VASP,RAC2,LGALS3,MATN2,SWAP70,DOCK2,EDNRB,IL10,TUBB2B,ITGAV,FGF2,BMPR1B,CMTM3,ERBB2,VAV1,RAB13,S100A8,ACKR3,NOTCH1,CMTM7,ANGPT1,ENAH,FCER1G,ITGB2,IL6R,CCR5,CXCL16,VANGL2,S100A9,S100A12,CCR1,SYK,CX3CR1,LGALS9,EFNA1,CXCL10,RNASE2,PTAFR,S1PR1,FPR2,FPR1,C3AR1,LAMB2,CORO1B,DAG1,PTPN2,ANO6,IL17RA,CALR,TMEM102,CSF1R,CSF1,FPR3,C5AR1,SPN,AIF1,GPSM3,EFNA4,LYN,ITGB3,MMP28"
"993","C4A-positive",1,TRUE,0.00165,157,1681,34,0.02,0.217,"GO:0050920","BP",3,"regulation of chemotaxis",2,"SEMA3F,CD74,GSTP1,SLC8B1,ANGPT2,TGFB1,HSPB1,CCL2,PADI2,F3,NCKAP1L,RAC2,SWAP70,TUBB2B,FGF2,NOTCH1,IL6R,CCR1,LGALS9,CXCL10,S1PR1,FPR2,C3AR1,CORO1B,PTPN2,ANO6,CALR,TMEM102,CSF1,C5AR1,AIF1,GPSM3,LYN,MMP28"
